track_id,album_id,artist_id,artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres
7FtZz2rGoN93VPKx2r3tVW,4sWf0wkRfi49tW4NLxdLj2,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,Secondo Imbrunire - 2008 Remaster,Fisiognomica (2008 Remastered Edition),Album,1988,Fisiognomica - 2008 Remaster (04:32)/E Ti Vengo A Cercare - Remastered 2008 (03:52)/Veni L'Autunnu - 2008 Remaster (03:27)/Secondo Imbrunire - 2008 Remaster (03:17)/Nomadi - Remastered (04:25)/Zai Saman - 2008 Remaster (03:52)/Il Mito Dell'Amore - 2008 Remaster (03:28)/L'Oceano Di Silenzio - 2008 Remaster (04:20,https://i.scdn.co/image/ab67616d00001e025b3665e0b6e6b41fa6044c75,Classic Italian Pop/Experimental/Italian Adult Pop
6ZLmpK7EJheQfFkA6FbDrq,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,Logos,L'enigma Della Vita,L'enigma Della Vita,Album,2014-04-25,Antifona (02:03)/Venivo Da Un Lungo Sonno (09:11)/In Fuga (05:41)/Alla Fine Dell'ultimo Capitolo (09:20)/N.A.S. (07:45)/L'enigma Della Vita (07:23)/In Principio (11:27)/Completamente Estranei (07:08)/In Quale Luogo Si Fermò Il Mio Tempo (02:32)/Pioggia in Campagna (10:28)/Il Rumore Dell'aria (02:58,https://i.scdn.co/image/ab67616d00001e024a068365405d564e386b556d,Italian Modern Prog/Italian Progressive Rock
4NMeQGTB4RI9tY3xZtT2o2,6gHJiX2oayvpOAMfqKczIF,0sihhSAp2JQBQ2oqapkVxV,Logos,Paesaggi di insonnia,Sadako e le mille gru di carta,Album,2020-07-01,Origami in SOL (02:16)/Paesaggi di insonnia (11:26)/Un lieto inquietarsi (10:47)/Il sarto (06:00)/Zaini di elio (12:37)/Sadako e le mille gru di carta (21:19,https://i.scdn.co/image/ab67616d00001e02084f91e133c9d00518b59040,Italian Modern Prog/Italian Progressive Rock
0GV7Ik1hiOgTn6OV1Zxoli,6gHJiX2oayvpOAMfqKczIF,0sihhSAp2JQBQ2oqapkVxV,Logos,Origami in SOL,Sadako e le mille gru di carta,Album,2020-07-01,Origami in SOL (02:16)/Paesaggi di insonnia (11:26)/Un lieto inquietarsi (10:47)/Il sarto (06:00)/Zaini di elio (12:37)/Sadako e le mille gru di carta (21:19,https://i.scdn.co/image/ab67616d00001e02084f91e133c9d00518b59040,Italian Modern Prog/Italian Progressive Rock
1wh9uN28Wb9TkB4m0zHXEi,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,Logos,Pioggia in Campagna,L'enigma Della Vita,Album,2014-04-25,Antifona (02:03)/Venivo Da Un Lungo Sonno (09:11)/In Fuga (05:41)/Alla Fine Dell'ultimo Capitolo (09:20)/N.A.S. (07:45)/L'enigma Della Vita (07:23)/In Principio (11:27)/Completamente Estranei (07:08)/In Quale Luogo Si Fermò Il Mio Tempo (02:32)/Pioggia in Campagna (10:28)/Il Rumore Dell'aria (02:58,https://i.scdn.co/image/ab67616d00001e024a068365405d564e386b556d,Italian Modern Prog/Italian Progressive Rock
3FWQH7zkEvdlibyJP7RiSA,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,Logos,In Quale Luogo Si Fermò Il Mio Tempo,L'enigma Della Vita,Album,2014-04-25,Antifona (02:03)/Venivo Da Un Lungo Sonno (09:11)/In Fuga (05:41)/Alla Fine Dell'ultimo Capitolo (09:20)/N.A.S. (07:45)/L'enigma Della Vita (07:23)/In Principio (11:27)/Completamente Estranei (07:08)/In Quale Luogo Si Fermò Il Mio Tempo (02:32)/Pioggia in Campagna (10:28)/Il Rumore Dell'aria (02:58,https://i.scdn.co/image/ab67616d00001e024a068365405d564e386b556d,Italian Modern Prog/Italian Progressive Rock
1ELRn0hxTyuonYptjjhC6c,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,Logos,Completamente Estranei,L'enigma Della Vita,Album,2014-04-25,Antifona (02:03)/Venivo Da Un Lungo Sonno (09:11)/In Fuga (05:41)/Alla Fine Dell'ultimo Capitolo (09:20)/N.A.S. (07:45)/L'enigma Della Vita (07:23)/In Principio (11:27)/Completamente Estranei (07:08)/In Quale Luogo Si Fermò Il Mio Tempo (02:32)/Pioggia in Campagna (10:28)/Il Rumore Dell'aria (02:58,https://i.scdn.co/image/ab67616d00001e024a068365405d564e386b556d,Italian Modern Prog/Italian Progressive Rock
6yhGgwT0IxUt5yG19GDKn0,4tPuH2J8xL4JU91QFTWDUJ,0sihhSAp2JQBQ2oqapkVxV,Logos,In Principio,L'enigma Della Vita,Album,2014-04-25,Antifona (02:03)/Venivo Da Un Lungo Sonno (09:11)/In Fuga (05:41)/Alla Fine Dell'ultimo Capitolo (09:20)/N.A.S. (07:45)/L'enigma Della Vita (07:23)/In Principio (11:27)/Completamente Estranei (07:08)/In Quale Luogo Si Fermò Il Mio Tempo (02:32)/Pioggia in Campagna (10:28)/Il Rumore Dell'aria (02:58,https://i.scdn.co/image/ab67616d00001e024a068365405d564e386b556d,Italian Modern Prog/Italian Progressive Rock
3GkVaFC9UKcN21G05TwH1F,7zDqAzJyPco6YimYnwwYfV,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,Luna Indiana - 2008 Remaster,L'Era Del Cinghiale Bianco (2008 Remastered Edition),Album,1979,L'Era Del Cinghiale Bianco - 2008 Remaster (04:16)/Magic Shop - 2008 Remaster (04:14)/Strade Dell'Est - 2008 Remaster (04:20)/Luna Indiana - 2008 Remaster (03:34)/Il Re Del Mondo - 2008 Remaster (05:37)/Pasqua Etiope - 2008 Remaster (04:29)/Stranizza D'Amuri - 2008 Remaster (05:13,https://i.scdn.co/image/ab67616d00001e021817adc14a9665a7f09e228d,Classic Italian Pop/Experimental/Italian Adult Pop
0KQjKamP9NmbIMciJLDLBY,7zDqAzJyPco6YimYnwwYfV,4lianjyuR1tqf6oUX8kjrZ,Franco Battiato,Strade Dell'Est - 2008 Remaster,L'Era Del Cinghiale Bianco (2008 Remastered Edition),Album,1979,L'Era Del Cinghiale Bianco - 2008 Remaster (04:16)/Magic Shop - 2008 Remaster (04:14)/Strade Dell'Est - 2008 Remaster (04:20)/Luna Indiana - 2008 Remaster (03:34)/Il Re Del Mondo - 2008 Remaster (05:37)/Pasqua Etiope - 2008 Remaster (04:29)/Stranizza D'Amuri - 2008 Remaster (05:13,https://i.scdn.co/image/ab67616d00001e021817adc14a9665a7f09e228d,Classic Italian Pop/Experimental/Italian Adult Pop
